Name,Yelp Alias,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Luhv Vegan Deli,luhv-vegan-deli-philadelphia-2,,"51 N 12th St, Philadelphia, PA 19107",39.95321,-75.159409,,"['Delis', 'Burgers', 'Sandwiches']",$$,,N,N,,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
Malooga,malooga-philadelphia-3,,"134 Chestnut St, Philadelphia, PA 19106",39.948196,-75.143784,http://www.maloogacatering.com,"['Arabic', 'Middle Eastern', 'Halal']",$$,,N,N,Old City,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Talluto's Authentic Italian Food,tallutos-authentic-italian-food-philadelphia-4,,"944 S 9th St, Philadelphia, PA 19147",39.93775,-75.1582899,,['Italian'],$$,,N,N,,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Anthony's Italian Coffee House and Chocolate House,anthonys-italian-coffee-house-and-chocolate-house-philadelphia,,"903 S 9th St, Philadelphia, PA 19147",39.93876710721484,-75.15779891714709,,"['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Chocolatiers & Shops']",$$,,N,N,,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 7:00 PM,7:30 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,
Al Zaytouna,al-zaytouna-philadelphia,,"906 Christian St, Philadelphia, PA 19147",39.93881,-75.15812,https://www.alzaytounas.com,"['Middle Eastern', 'Mediterranean', 'Sandwiches']",$$,,N,N,"Italian Market, Bella Vista",1:00 AM - 8:30 PM,11:00 AM - 8:30 PM,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,4:00 PM - 9:00 PM,11:00 AM - 8:30 PM,,,,,,,,,,,,,,,,,,,,
Sophie's Kitchen,sophies-kitchen-philadelphia,,"522 Washington Ave, Philadelphia, PA 19147",39.93474,-75.15321,,['Cambodian'],$$,,N,N,,11:00 AM - 9:00 PM,,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Fante's Kitchen Shop,fantes-kitchen-shop-philadelphia,,"1006 S 9th St, Philadelphia, PA 19147",39.9373653531075,-75.1582404971123,http://www.fantes.com,"['Specialty Food', 'Coffee & Tea', 'Kitchen Supplies']",$$,,N,N,"Italian Market, Bella Vista",,,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,
Tres Jalapenos,tres-jalapenos-philadelphia-8,,"901 S 8th St, Philadelphia, PA 19147",39.9384274,-75.1561557,,['Mexican'],$$,,N,N,,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
Fitzwater Cafe,fitzwater-cafe-philadelphia,,"728 S 7th St, Philadelphia, PA 19147",39.940617,-75.154431,,"['Breakfast & Brunch', 'Cafes']",$$,,N,N,,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,8:00 AM - 2:45 PM,,,,,,,,,,,,,,,,,,,,
Pho Today,pho-today-philadelphia-2,,"1110 Washington Ave, Philadelphia, PA 19147",39.936921232134814,-75.1618915,,['Vietnamese'],$$,,N,N,,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Royal Tavern,royal-tavern-philadelphia,,"937 E Passyunk Ave, Philadelphia, PA 19147",39.9369812011719,-75.1544799804688,http://royaltavern.com,"['Sandwiches', 'Wine Bars', 'Cocktail Bars']",$$,,N,N,Bella Vista,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Sam's Morning Glory Diner,sams-morning-glory-diner-philadelphia,,"735 S 10th St, Philadelphia, PA 19147",39.94086,-75.15889,https://morning-glory-diner.club,"['Diners', 'Breakfast & Brunch']",$$,,N,N,Bella Vista,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Chapterhouse Café & Gallery,chapterhouse-café-and-gallery-philadelphia-2,,"620 S 9th St, Philadelphia, PA 19147",39.941951630925,-75.157356200692,,['Coffee & Tea'],$$,,N,N,Bella Vista,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 10:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Taco & Ramen,taco-and-ramen-philadelphia,,"615 South St, Philadelphia, PA 19147",39.94223,-75.1529,http://www.tacoramen.com,"['Vegan', 'Ramen', 'Tacos']",$$,,N,N,Society Hill,12:00 PM - 9:00 PM,,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Adelita Taqueria & Restaurant,adelita-taqueria-and-restaurant-philadelphia,,"1108 S 9th St, Philadelphia, PA 19147",39.936,-75.15868,,['Mexican'],$$,,N,N,,11:00 AM - 7:00 PM,11:00 AM - 8:00 PM,,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Tattooed Mom,tattooed-mom-philadelphia,,"530 South St, Philadelphia, PA 19147",39.941707611084,-75.1518783569336,,"['Vegan', 'Cocktail Bars', 'Sandwiches']",$$,,N,N,,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 11:00 PM,,,,,,,,,,,,,,,,,,,,
Three Graces Coffee,three-graces-coffee-philadelphia,,"719 E Passyunk Ave, Philadelphia, PA 19147",39.939875,-75.151338,http://threegracescoffee.com,['Coffee & Tea'],$$,,N,N,Queen Village,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,
Rally,rally-philadelphia,,"701 S 7th St, Philadelphia, PA 19147",39.9412,-75.15388,,"['Coffee & Tea', 'Venues & Event Spaces']",$$,,N,N,,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,
Plaza Garibaldi Mezcaleria,plaza-garibaldi-philadelphia-3,,"935 Washington Ave, Philadelphia, PA 19147",39.9368246,-75.159313,,['Mexican'],$$,,N,N,,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,,,,,,,,,,,,,,,,,,,,
Shot Tower Coffee,shot-tower-coffee-philadelphia-2,,"542 Christian St, Philadelphia, PA 19147",39.937607883669,-75.1532106846571,,['Coffee & Tea'],$$,,N,N,,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,
Sansom Kabob House,sansom-kabob-house-philadelphia-3,,"1300 South St, Philadelphia, PA 19147",39.94325,-75.16351,,"['Afghan', 'Kebab']",$$,,N,N,,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,,
Gong Cha - Wing Phat Plaza,gong-cha-wing-phat-plaza-philadelphia,,"1122 Washington Ave, Philadelphia, PA 19147",39.93688349118586,-75.16280581562498,,"['Bubble Tea', 'Desserts']",$$,,N,N,,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,,,,,,,,,,,,,,,,,,,,
Paris Baguette,paris-baguette-philadelphia-9,,"600 Washington Ave, 18E, Philadelphia, PA 19147",39.93523962831935,-75.15492657055223,,"['Bakeries', 'Coffee & Tea', 'Patisserie/Cake Shop']",$$,,N,N,,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Tiffin - South Philadelphia,tiffin-south-philadelphia-philadelphia,,"1100 Federal St, Philadelphia, PA 19147",39.9347011,-75.1622226,http://www.tiffin.com/,['Indian'],$$,,N,N,Passyunk Square,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Sharetea,sharetea-philadelphia,,"600 Washington Ave, Unit 5, Philadelphia, PA 19147",39.934574682069474,-75.15495620538456,,"['Coffee & Tea', 'Bubble Tea', 'Juice Bars & Smoothies']",$$,,N,N,,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Ishkabibble's,ishkabibbles-philadelphia-2,,"517 S St, Philadelphia, PA 19147",39.9419643,-75.1513895,,['American'],$$,,N,N,"South Street District, Society Hill",9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 12:00 AM,9:30 AM - 12:00 AM,9:30 AM - 11:00 PM,,,,,,,,,,,,,,,,,,,,
Milano Pizza & Grill,milano-pizza-and-grill-philadelphia,,"1140 S 9th St, Philadelphia, PA 19147",39.935293,-75.1589736,http://milanopizzaphily.com,['Pizza'],$$,,N,N,Passyunk Square,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,,
J&J South Philly Pizza,j-and-j-south-philly-pizza-philadelphia-3,,"1177 S 9th St, Philadelphia, PA 19147",39.9344707,-75.1586317,https://www.jjsouthphillypizza.com,"['Pizza', 'Italian']",$$,,N,N,,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,,,,,,,,,,,,,,,,,,,,
The Original Pat's King of Steaks,the-original-pats-king-of-steaks-philadelphia-3,,"1237 E Passyunk Ave, Philadelphia, PA 19147",39.9332010582612,-75.1592658139918,,"['Sandwiches', 'Cheesesteaks']",$$,,N,N,,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
El Fuerte de Loreto,el-fuerte-de-loreto-philadelphia-2,,"1412 S 5th St, Philadelphia, PA 19147",39.93066,-75.15346,,"['Mexican', 'Breakfast & Brunch', 'Juice Bars & Smoothies']",$$,,N,N,,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Milk Jawn,milk-jawn-philadelphia,,"1439 E Passyunk Ave, Philadelphia, PA 19147",39.93098,-75.16184,https://milkjawn.com,"['Desserts', 'Ice Cream & Frozen Yogurt']",$$,,N,N,Passyunk Square,,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Ippolito's Seafood,ippolitos-seafood-philadelphia-5,,"1300 Dickinson St, Philadelphia, PA 19147",39.931494940741935,-75.16623722151233,http://www.ippolitosseafood.com,"['Seafood Markets', 'Grocery', 'Sandwiches']",$$,,N,N,"Newbold, Passyunk Square",,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,
Pub On Passyunk East,pub-on-passyunk-east-philadelphia-2,,"1501 E Passyunk Ave, Philadelphia, PA 19147",39.9308166503906,-75.1620178222656,,['Pubs'],$$,,N,N,Passyunk Square,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,11:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Cantina Los Caballitos,cantina-los-caballitos-philadelphia,,"1651 E Passyunk Ave, Philadelphia, PA 19148",39.92889239527736,-75.16448532537918,,"['Mexican', 'Bars', 'Breakfast & Brunch']",$$,,N,N,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Vanilya,vanilya-philadelphia,,"1611 E Passyunk Ave, Philadelphia, PA 19148",39.9295006,-75.1635895,,['Bakeries'],$$,,N,N,,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,8:30 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,
Termini Bros Bakery,termini-bros-bakery-philadelphia,,"1523 S 8th St, Philadelphia, PA 19147",39.92982711054042,-75.15815402487931,,"['Bakeries', 'Desserts']",$$,,N,N,,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,
Stina,stina-philadelphia-3,,"1705 Snyder Ave, Philadelphia, PA 19145",39.9252048864711,-75.1747277006507,,"['Pizza', 'Mediterranean', 'Greek']",$$,,N,N,,,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,,
Red Hook Coffee & Tea,red-hook-coffee-and-tea-philadelphia,,"765 S 4th St, Philadelphia, PA 19147",39.9385199,-75.14969,https://redhookphilly.square.site,"['Coffee & Tea', 'Breakfast & Brunch', 'Vegetarian']",$$,,N,N,Queen Village,8:00 AM - 4:00 PM,,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,,,,,,,,,,,,,,,,,,
Nam Chon,nam-chon-philadelphia,,"228 South St, Philadelphia, PA 19147",39.94121674737415,-75.1468728,,"['Korean', 'Asian Fusion']",$$,,N,N,,12:00 PM - 9:00 PM,,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Guavaberry Foods & Drinks ,guavaberry-foods-and-drinks-philadelphia,,"776 S 4th St, Philadelphia, PA 19147",39.9384008,-75.1500569,,"['Convenience Stores', 'Cafes']",$$,,N,N,,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:30 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Little Italy Pizza & Trattoria,little-italy-pizza-and-trattoria-philadelphia,,"342 Queen St, Philadelphia, PA 19147",39.937401,-75.149971,,['Pizza'],$$,,N,N,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Mahalo Hawaiian BBQ,mahalo-hawaiian-bbq-philadelphia,,"117 South St, Philadelphia, PA 19147",39.94124517152075,-75.1446843091925,,"['Hawaiian', 'Barbeque']",$$,,N,N,Society Hill,11:00 AM - 9:30 PM,,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:30 PM,,,,,,,,,,,,,,,,,,,,
Gnocchi Restaurant,gnocchi-restaurant-philadelphia,,"613 E Passyunk Ave, Philadelphia, PA 19147",39.94138,-75.15033,,['Italian'],$$,,N,N,,,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,4:00 PM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Milkboy,milkboy-philadelphia-2,,"401 South St, Philadelphia, PA 19147",39.9417272955179,-75.1493167877197,,"['Sandwiches', 'Cocktail Bars', 'Venues & Event Spaces']",$$,,N,N,,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
FRIEDA,frieda-philadelphia,,"320 Walnut St, Philadelphia, PA 19106",39.9471013879617,-75.1471829932527,http://www.friedaforgenerations.com,"['Cafes', 'Bakeries', 'Breakfast & Brunch']",$$,,N,N,,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Red Poke Express,red-poke-express-philadelphia,,"135 South St, Philadelphia, PA 19147",39.94128,-75.14537,,"['Poke', 'Fast Food', 'Seafood']",$$,,N,N,,11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 9:30 PM,,11:00 AM - 9:15 PM,,,,,,,,,,,,,,,,,,,,
Green Basil Thai Kitchen,green-basil-thai-kitchen-philadelphia,,"240 South St, Philadelphia, PA 19147",39.94130007093,-75.1472321593877,https://www.greenbasilphilly.com,['Thai'],$$,,N,N,"South Street District, Society Hill",11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,,11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,11:30 AM - 3:00 PM / 4:00 PM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
HomeGrown215,homegrown215-philadelphia-2,,"1515 Porter St, Philadelphia, PA 19145",39.919857,-75.173041,,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",$$,,N,N,,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
Griddle And Rice,griddle-and-rice-philadelphia,,"2151 S 22nd St, Philadelphia, PA 19145",39.92489702186091,-75.18283225395771,https://www.griddlericephilly.com,"['Breakfast & Brunch', 'Indonesian', 'Coffee & Tea']",$$,,N,N,,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,
Greenstreet Coffee,greenstreet-coffee-philadelphia-7,,"1207 S 15th St, Philadelphia, PA 19146",39.93542619999999,-75.16872169999999,http://www.greenstreetcoffee.com,"['Coffee & Tea', 'Coffee Roasteries']",$$,,N,N,"Newbold, Point Breeze",7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:30 AM - 3:00 PM,7:30 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Shay's Steaks,shays-steaks-philadelphia,,"200 N 16th St, Philadelphia, PA 19102",39.957051,-75.166236,,"['Sandwiches', 'Steakhouses']",$$,,N,N,"Logan Square, Penn Center, Art Museum District",10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Cafe Square One,cafe-square-one-philadelphia,,"311 Market St, Philadelphia, PA 19106",39.95038666814989,-75.14614191102325,,"['Salad', 'Cafes', 'Sandwiches']",$$,,N,N,,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Tu Rinconcito,tu-rinconcito-philadelphia,,"17 N 3rd St, Philadelphia, PA 19106",39.95082082547309,-75.14531459659338,,"['Coffee & Tea', 'Mexican']",$$,,N,N,Old City,,7:30 AM - 8:00 PM,7:30 AM - 8:00 PM,7:30 AM - 8:00 PM,7:30 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Cafe Olé,cafe-olé-philadelphia-2,,"147 N 3rd St, Philadelphia, PA 19106",39.9535194938247,-75.1448114998316,,"['Coffee & Tea', 'Mediterranean']",$$,,N,N,,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
48 Record Bar,48-record-bar-philadelphia,,"48 S 2nd St, Philadelphia, PA 19106",39.94880446364873,-75.14407776296139,,['Bars'],$$,,N,N,,,,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Tartes Pastry Shop,tartes-pastry-shop-philadelphia,,"212 Arch St, Philadelphia, PA 19106",39.95189,-75.1438,,"['Bakeries', 'Desserts']",$$,,N,N,,,,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,10:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
Shane Confectionery,shane-confectionery-philadelphia,,"110 Market St, Philadelphia, PA 19106",39.94951,-75.14273,,"['Candy Stores', 'Chocolatiers & Shops', 'Desserts']",$$,,N,N,,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
Tacobee's,tacobees-philadelphia,,"236 Market St, Philadelphia, PA 19106",39.94994932192697,-75.14513741585586,,['Mexican'],$$,,N,N,,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,,,,,,,,,,,,,,,,,,,,
Hangry Joe’s Hot Chicken,hangry-joe-s-hot-chicken-philadelphia,,"300 Market St, Philadelphia, PA 19106",39.94993,-75.14586,,"['Fast Food', 'Chicken Shop', 'Sandwiches']",$$,,N,N,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Infusion Lounge,infusion-lounge-philadelphia,,"16 S 2nd St, Philadelphia, PA 19106",39.9495449,-75.1438337,http://infusionphilly.com/,"['Lounges', 'Cocktail Bars', 'Whiskey Bars']",$$,,N,N,Old City,6:00 PM - 12:00 AM,,6:00 PM - 2:00 AM,6:00 PM - 2:00 AM,9:00 PM - 2:00 AM,9:00 PM - 2:00 AM,6:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
T cafe,t-cafe-philadelphia-4,,"108 Chestnut St, Philadelphia, PA 19106",39.94803,-75.14293,,"['Desserts', 'Coffee & Tea', 'Sandwiches']",$$,,N,N,Old City,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,
Olde City Food Market,olde-city-food-market-philadelphia,,"202 Market St, Philadelphia, PA 19106",39.9497146606445,-75.1439895629883,,"['Grocery', 'Delis', 'Sandwiches']",$$,,N,N,Old City,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
