Name,Yelp Alias,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities,Yelp Rating,Review Count,Phone
High Street,high-street-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#high-street,"Cloudless Sky - Hornitos, basil tincture, Strega, lime",House Rosé,Seasonal Beer,Marghertia Pizza,,,,,,"101 S. 9th Street, Philadelphia, PA 19107",39.948915,-75.155572,http://HighStreetPhilly.com,"['American (New)', 'Sandwiches', 'Pizza']",$$,849.0,https://centercityphila.org/uploads/attachments/clvdv4uhv16c05aqdrjmlu24r-high-street-interior-bar-046-final-credit-jason-varney.499.0.2001.2001.full.jpg,Y,N,,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:00 PM,9:00 AM - 1:00 PM,,4.2,49.0,53.0,"Street Parking, Bike Parking, Validated Parking",,"Credit Cards, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,"Lunch, Brunch",,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Hikari Sushi,hikari-sushi-philadelphia,,,,,,,,,,https://resy.com/cities/pha/hikari-sushi?,"1040 N American St, Ste 701, Philadelphia, PA 19123",39.9669652,-75.1410932,http://hikariphilly.com,"['Japanese', 'Sushi Bars']",$$,183.0,,N,N,['Northern Liberties'],Closed,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:30 PM,4:30 PM - 10:30 PM,4:00 PM - 9:30 PM,,4.7,56.0,52.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Romantic, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Hilltown Tavern - Fairmount,hilltown-tavern-fairmount-philadelphia,,,,,,,,,,,"795 N 24th St, Philadelphia, PA 19130",39.96979,-75.17622,https://hilltownfairmount.com,"['Pubs', 'Breakfast & Brunch', 'Burgers']",,36.0,,N,N,['Fairmount'],11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 12:00 AM,,3.5,32.0,29.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Takeout, Offers Military Discount",Vegetarian Options,,"Open to All, Wheelchair Accessible",True,,,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
HipCityVeg,hipcityveg-philadelphia-7,,,,,,,,,,,"214 S 40th St, Philadelphia, PA 19104",39.95361195,-75.2030218,http://hipcityveg.com,"['Burgers', 'Vegetarian', 'Salad']",$$,336.0,,N,N,"['University City', 'Spruce Hill']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,,4.2,47.0,50.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay","Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount",Vegan Options,"Trendy, Classy, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Plastic-free packaging, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,Alcohol,"TV, Wi-Fi",,,
Hiroki,hiroki-philadelphia,,,,,,,,,,https://widgets.resy.com/?ref=https%3A%2F%2Fhirokisan.com%2F&src=hirokisan.com-widget&innerHeight=426&innerWidth=320&apiKey=rPKZxbBqX4TSPAivtObzm8WNWVVKDeUt&venueId=3740#/venues/3740,"1335 N Front St, Philadelphia, PA 19122",39.9711593,-75.1353356,https://www.hirokisan.com,['Japanese'],$$$$,161.0,,N,N,['Fishtown'],6:00 PM - 8:30 PM,Closed,6:00 PM - 8:30 PM,6:00 PM - 8:30 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,6:00 PM - 8:30 PM,,4.0,77.0,52.0,"Street Parking, Private Lot Parking",,,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Trendy, Classy, Intimate, Romantic, Upscale, Quiet",Gender-neutral restrooms,,,Takes Reservations,,,,"Happy Hour, Beer and Wine Only",TV,,,
Ho Sai Gai Restaurant,ho-sai-gai-restaurant-philadelphia-3,,,,,,,,,,,"1000 Race St, Philadelphia, PA 19107",39.95522308,-75.15605927,http://www.ho-sai-gai-restaurant.com,['Chinese'],$$,229.0,,N,N,['Chinatown'],11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 12:00 PM,,3.8,39.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,,"Vegan Options, Vegetarian Options","Casual, Moderate Noise",,,,Takes Reservations,,Dinner,,Full Bar,"TV, Wi-Fi",,,
Home Cuban Cafe,home-cuban-cafe-philadelphia,,,,,,,,,,,"17 N 3rd St, Philadelphia, PA 19106",39.9508,-75.14533,http://www.homecubancafe.com,['Cuban'],,45.0,,N,N,['Old City'],Closed,9:00 AM - 2:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 4:00 PM,8:30 AM - 4:00 PM,8:30 AM - 4:00 PM,,4.6,54.0,50.0,Street Parking,,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual",,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour",Wi-Fi,,,
HomeGrown Coffee and Creations,homegrown-coffee-and-creations-philadelphia,,,,,,,,,,,"1515 Porter St, Philadelphia, PA 19145",39.919841,-75.173052,http://homegrownsouthphilly.com,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",$$,51.0,,N,N,,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,4.8,58.0,42.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,,,True,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
honeygrow,honeygrow-philadelphia-4,,,,,,,,,,,"1601 N Broad St, Philadelphia, PA 19122",39.97841345,-75.15734992,https://www.honeygrow.com/?utm_source=yelp&amp;utm_medium=homepage,"['Salad', 'Noodles', 'Vegetarian']",$,49.0,,N,N,"['Templetown', 'Avenue of the Arts North']",10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,,3.5,15.0,29.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Trendy, Classy, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi",,,
Honey's Sit-N-Eat,honeys-sit-n-eat-philadelphia,,,,,,,,,,,"800 N 4th St, Philadelphia, PA 19123",39.96397018,-75.14450073,https://honeyssitneat.com,"['Southern', 'American (Traditional)']",$$,1464.0,,N,N,['Northern Liberties'],9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,4.2,51.0,45.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Hipster, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",Brunch,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Hook & Master,hook-and-master-philadelphia,,,,,,,,,,,"1361 N 2nd St, Philadelphia, PA 19122",39.97231,-75.13869,http://www.hookandmasterphl.com,"['Pizza', 'Sports Bars', 'Cocktail Bars']",,67.0,,N,N,,Closed,Closed,Closed,Closed,Closed,Closed,3:00 PM - 3:30 PM,True,3.8,38.0,31.0,"Street Parking, Bike Parking",Friday,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Trendy, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Ice Cave,ice-cave-philadelphia-7,,,,,,,,,,,"4520 Baltimore Ave, Philadelphia, PA 19143",39.948818,-75.213533,http://www.icecavepa.com/shop,"['Desserts', 'Shaved Ice', 'Bubble Tea']",$,159.0,,N,N,,2:00 PM - 8:00 PM,2:00 PM - 8:00 PM,2:00 PM - 8:00 PM,2:00 PM - 8:00 PM,1:00 PM - 8:30 PM,1:00 PM - 8:30 PM,1:00 PM - 8:00 PM,,4.9,42.0,35.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,,Gender-neutral restrooms,True,,,"Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,,,,,
Ikki Japanese Cuisine & Bar,ikki-japanese-cuisine-and-bar-philadelphia-4,,,,,,,,,,,"310 Market St, Philadelphia, PA 19106",39.94997,-75.14626,https://www.ikkisushipa.com,"['Japanese', 'Bars']",$$,64.0,,N,N,['Old City'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,12:00 PM - 10:00 PM,True,4.2,46.0,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Trendy, Classy, Intimate, Moderate Noise",Wheelchair Accessible,,Plastic-free packaging,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi, EV charging station available",,,
iMunch Cafe,imunch-cafe-philadelphia,,,,,,,,,,,"1233 N 31st St, Philadelphia, PA 19121",39.97592,-75.18627,http://imunchcafe.com,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",$,167.0,,N,N,['Brewerytown'],8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,4.3,31.0,32.0,"Street Parking, Bike Parking",,Credit Cards,Black-owned,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru","Lunch, Brunch",,"Alcohol, Happy Hour","TV, Wi-Fi",,,
In Riva,in-riva-philadelphia,,,,,,,,,,,"4116 Ridge Ave, Philadelphia, PA 19129",40.0079689,-75.1923599,http://www.in-riva.com,"['Italian', 'Pizza', 'Cocktail Bars']",$$,796.0,,N,N,['East Falls'],Closed,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,4.2,48.0,44.0,"Street Parking, Bike Parking, Private Lot Parking","Tuesday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Open to All,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
In the Valley,in-the-valley-philadelphia,,,,,,,,,,,"1615 E Passyunk Ave, Philadelphia, PA 19148",39.92944,-75.16365,http://www.itvphilly.com,"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']",$$,77.0,,N,N,['East Passyunk Crossing'],Closed,Closed,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 11:00 PM,5:30 PM - 11:00 PM,Closed,True,4.2,46.0,16.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Intimate, Casual, Moderate Noise",Gender-neutral restrooms,,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Independence Beer Garden,independence-beer-garden-philadelphia-2,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#independence-beer-garden,"Down the Shore - Citrus Vodka, Raspberry, Lemon 
Paloma - Hornitos, Grapefruit, Soda","House Rose
House White
House Red",Miller Lite,"Cheeseburger Sliders
Spicy Caesar
Chicken Wings
French Fries
Pickle Chips",,,,,,"100 S Independence Mall W, Philadelphia, PA 19106",39.948356,-75.151069,http://phlbeergarden.com,"['Beer Gardens', 'Barbeque']",$$,552.0,https://centercityphila.org/uploads/attachments/citfta73q00c30wqdg0iu23vj-16-report-outdoor-seating-002.217.0.960.960.full.jpg,Y,N,,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 12:00 AM,,3.6,36.0,59.0,"Street Parking, Bike Parking, Garage Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Trendy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Indian Sizzler,indian-sizzler-philadelphia,,,,,,,,,,,"3651 Lancaster Ave, Philadelphia, PA 19104",39.95929,-75.1947,http://www.indiansizzlerus.com,['Indian'],$$,63.0,,N,N,['Powelton Village'],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,2:30 PM - 11:00 PM,11:00 AM - 11:00 PM,Closed,,4.3,48.0,40.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,Classy,,,,Takes Reservations,Outdoor Seating,,,,"TV, Wi-Fi",,,
Indonesia,indonesia-philadelphia,,,,,,,,,,,"1725 Snyder Ave, Philadelphia, PA 19145",39.92523,-75.17543,,['Indonesian'],$$,93.0,,N,N,,Closed,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,11:00 AM - 8:30 PM,,3.8,38.0,42.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi",,,
Interstate Drafthouse,interstate-drafthouse-philadelphia,,,,,,,,,,,"1235 E Palmer St, Philadelphia, PA 19125",39.97199,-75.128871,http://interstatedrafthouse.com/,"['Southern', 'Dive Bars', 'American (Traditional)']",$$,264.0,,N,N,['Fishtown'],Closed,4:30 PM - 11:00 PM,4:30 PM - 11:00 PM,4:30 PM - 11:00 PM,4:30 PM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 7:00 PM,,4.1,45.0,52.0,"Street Parking, Bike Parking","Tuesday, Friday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Irie Entree,irie-entree-philadelphia,,,,,,,,,,https://www.opentable.com/r/irie-entree-reservations-philadelphia?restref=1274047&lang=en-US&ot_source=Restaurant%20website,"4001 Chestnut St, Philadelphia, PA 19104",39.95591,-75.20237,https://irieentree.com,['Caribbean'],$$,45.0,,N,N,['University City'],Closed,Closed,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,,3.9,40.0,50.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",,Casual,,,,Takes Reservations,Outdoor Seating,,,,,,,
Irie Jamaican Restaurant,irie-jamaican-restaurant-philadelphia,,,,,,,,,,,"2629 W Girard Ave, Philadelphia, PA 19130",39.974236,-75.179942,,['Caribbean'],$,64.0,,N,N,['Brewerytown'],11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,Closed,11:00 AM - 6:00 PM,,4.3,30.0,29.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual",,,,Takes Reservations,,,,,TV,,,
Iron Hill Brewery & Restaurant,iron-hill-brewery-and-restaurant-philadelphia-2,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#iron-hill-brewery-restaurant,"Margarita -Hornitos Tequila, triple sec, sour mix
Mojito -Rum, lime juice, simple syrup, mint
Vodka Lemonade - Vodka, triple sec, house lemonade
Whiskey Sour  - Whiskey, triple sec, sour mix","House White
House Red","Iron Hill Light Lager
Vienna Red Lager
Homestead Farmhouse Ale
Brambleberry Farmhouse Ale
Sunny in Pils-adelphia
Pig Iron Porter
Philly Phavorite IPA","Fried Chicken Sandwich $4
Cheddar Bacon Cheese Puffs $4
Southwest Veggie Quesadilla $5.50
Beer Cheese Dip $5",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#iron-hill-brewery-restaurant,Participating in lunch and dinner. Offering indoor and outdoor dining.,$45 DINNER AND $20 LUNCH,https://centercityphila.org/uploads/attachments/cllf6vz6dapy3saqd4g3xwkb9-ironhill.pdf,https://www.opentable.com/restaurant/profile/1017319/reserve?ref=9169,"1150 Market Street, Philadelphia, PA 19107",39.9517161,-75.1595773,https://ironhillbrewery.com/location/philadelphia-pa,"['American (Traditional)', 'Brewpubs']",$$,470.0,https://centercityphila.org/uploads/attachments/cjqsixkty3k2bpbqd2pvxv7h6-ironhillpic.0.0.585.585.full.jpg,Y,Y,,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 10:00 PM,,3.8,39.0,60.0,"Street Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise",Wheelchair Accessible,,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Isgro Pastries,isgro-pastries-philadelphia,,,,,,,,,,,"1009 Christian St, Philadelphia, PA 19147",39.93933734,-75.15974273,https://www.isgropastries.com,"['Bakeries', 'Desserts']",$$,530.0,,N,N,['Bella Vista'],Closed,8:00 AM - 4:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 4:00 PM,,4.3,49.0,38.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Takeout, Offers Catering",,Quiet,,,,,"Heated Outdoor Seating, Covered Outdoor Seating",,,,,,,
Ishkabibble's,ishkabibbles-philadelphia,,,,,,,,,,,"337 S St, Philadelphia, PA 19147",39.9416902,-75.1487577,http://eatishkabibbles.com,"['Cheesesteaks', 'Pizza', 'Seafood']",$$,817.0,,N,N,['Society Hill'],9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 12:00 AM,9:30 AM - 12:00 AM,9:30 AM - 11:00 PM,,3.9,43.0,40.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",Asian-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise","Open to All, Gender-neutral restrooms",True,Bring your own container allowed,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Isot Mediterranean Cuisine,isot-mediterranean-cuisine-philadelphia-3,,,,,,,,,,https://www.yelpreservations.com/,"622 S 6th St, Philadelphia, PA 19147",39.94142312,-75.1524896,http://www.restaurantisot.com,"['Mediterranean', 'Turkish']",$$,523.0,,N,N,,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,4.4,51.0,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Wheelchair Accessible,,"Plastic-free packaging, Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dessert,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Italian Express,italian-express-philadelphia,,,,,,,,,,,"2641 W Girard Ave, Philadelphia, PA 19130",39.97437,-75.18026,http://italianexpressone.com,"['Pizza', 'Italian', 'Sandwiches']",$,57.0,,N,N,['Brewerytown'],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,3.5,15.0,32.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Izakaya By Yanaga,izakaya-by-yanaga-philadelphia-2,,,,,,,,,,https://www.opentable.com/r/sushi-suite-fishtown-reservations-philadelphia?lang=en-US&ot_campaign=Izakaya%20Fishtown%20Website&ot_source=Restaurant%20website&restref=1324207,"1832 Frankford Ave, Philadelphia, PA 19125",39.97791933,-75.13154212,https://www.byyanaga.com,['Sushi Bars'],,92.0,,N,N,['Fishtown'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 9:00 PM,,3.8,38.0,51.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Trendy, Romantic, Casual",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Jack's Firehouse,jacks-firehouse-philadelphia,,,,,,,,,,,"2130 Fairmount Ave, Philadelphia, PA 19130",39.96707,-75.17329,http://www.jacksfirehouse.com,"['Bars', 'American (New)', 'Barbeque']",$$,627.0,,N,N,"['Fairmount', 'Art Museum District']",12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,3.3,30.0,50.0,"Street Parking, Bike Parking, Private Lot Parking","Tuesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Pool Table, Wi-Fi",,,
Jasmine Rice Rittenhouse,jasmine-rice-rittenhouse-philadelphia-3,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#jasmine-rice-rittenhouse,"Participating in lunch, dinner and takeout. Offering indoor, outdoor dining and BYOB. Call about oudoor seating.",$45 DINNER AND $20 LUNCH,https://centercityphila.org/uploads/attachments/clkk2x7fn9ltpsaqdxjp97vly-jasminedinnerlunch.pdf,https://www.opentable.com/restaurant/profile/1158349/reserve?ref=9169,"306 South 16th St, Philadelphia, PA 19102",39.9470731,-75.1682365,http://www.jasminericephilly.com,['Thai'],$$,340.0,https://centercityphila.org/uploads/attachments/ck0dv2oit05f0aaqd103w6fr9-jasmine-rice.0.0.719.719.full.png,N,Y,['Rittenhouse Square'],1:30 PM - 10:30 PM,1:30 PM - 10:30 PM,1:30 PM - 10:30 PM,1:30 PM - 10:30 PM,1:30 PM - 10:30 PM,3:00 PM - 10:30 PM,3:00 PM - 9:30 PM,,3.7,37.0,59.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Jean-Georges Philadelphia,jean-georges-philadelphia-philadelphia-2,,,,,,,,,,https://www.opentable.com/r/jean-georges-four-seasons-philadelphia,"1 N 19th St, Fl 59, Philadelphia, PA 19103",39.954995,-75.170789,https://m.fourseasons.com/philadelphia/dining/restaurants/jean-georges-philadelphia/,['American (New)'],$$$$,147.0,,N,N,"['Penn Center', 'Logan Square']",Closed,Closed,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,Closed,,4.0,77.0,53.0,Garage Parking,,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Trendy, Classy, Intimate, Romantic, Upscale, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dessert,,"Happy Hour, Full Bar",,,,
